relative_path,local_path,size_bytes,sha256,status
source_metadata/cavers_paper_2604.15052.pdf,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/cavers_paper_2604.15052.pdf,13309305,ea7cfc4385c768b3144958952d0923ccd09e88f4b56c3814544328b698c98029,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/.gitignore,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/.gitignore,31,d91b83845c515d4e148a9352b284805cf574af2c39d02fab17c1c5c79e99f7c3,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/LICENSE,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/LICENSE,1082,6e3b4b0dc07110166d184a37706c73403ab1d00db4c7bace2222b40786e31aa1,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/README.md,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/README.md,5894,9b46cabaf3876606678f632f57ef505a276bf7f37828d4d38507a05280577f23,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/cover.png,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/cover.png,4129770,d78fc612010b01caf5cb70b6b0c5777b6712a2a4271c1d6c15ff3a1aa134fa9b,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/docker/Dockerfile,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/docker/Dockerfile,669,fdca77ee6870ad8fc0465671a8eb9422e9141fce0d02bfd10f76d6a8873e7b8c,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/docker/docker-compose.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/docker/docker-compose.yaml,120,5aec2820e75afa2e4c4227ebcfe99d38a1697cbbe33274e8ffb7f3ea0ab25779,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/docker/ros_entrypoint.sh,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/docker/ros_entrypoint.sh,270,cfed664034e7e5b2abbc427f7e3545a701055d1e476e7ff515a9ea59b62045d6,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/docker/thermal_camera/CMakeLists.txt,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/docker/thermal_camera/CMakeLists.txt,611,cc727a3a54425be4b6bcd1852895818b38567795c3602ab005b0cf89a4c413ed,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/docker/thermal_camera/README.md,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/docker/thermal_camera/README.md,93,df49e6ea3f09a98ab8235a99e9e309e1b3687722bdfed8521e06a7786fe5b118,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/docker/thermal_camera/msg/TemperatureMatrix.msg,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/docker/thermal_camera/msg/TemperatureMatrix.msg,310,a3539d6413e461f1a921fc8fa1fdc30299ca8b1543a7b102da2441861d8a4926,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/docker/thermal_camera/package.xml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/docker/thermal_camera/package.xml,805,da3ae1213be6fa35665e127b2be299ae23b28260c4530c48d4a4c7bd8134a7d3,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/export_logs.py,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/export_logs.py,14373,be3700004f4b648ad31ddbbeeb1b28b041f64b1140efb48d7e528e8a52255ef6,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/github_repository/requirements.txt,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/github_repository/requirements.txt,104,9ce0bcaf4ab932349e1e52d523cd4ff6d045664dd191ec63e22bd147dcb1b522,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/http_range_receipts.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/http_range_receipts.json,14184,dd1f44053be9c329e53b269f2a1d916a985668f96b94fe561daa5ad31ef865ad,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_1/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_1/GT_ODOM/data.csv,2133375,91abe2f10957c21b6004bf68553d0a93bdd982d5a8b7448ae183d7328318847a,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_1/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_1/TF/data.csv,1290732,6f68803f03b93eebaa8c845964f5bec23a8d2d6de431c29f56d7418c2bbfe204,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_1/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_1/TF_STATIC/data.csv,2074,9170eb4b77f5f22ac5080299a4c13cfdf1f076dc1916c35522204b8acf2f80d9,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_1/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_1/VELODYNE_CLOUD/data.csv,17453,4f4ec47e6eb05b087d86e87ed4c304cab2108636de8f9e57f1171bbc4cf33fce,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_1/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_1/remote_zip_inventory.json,3271,458e3b900a6d578e25044c837c8fc4fe18ff2d074bdf4406b0a23dd152f715b5,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_1/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_1/rosbag_metadata.yaml,10104,0c40cd2b24acb19bdd1b3174540da7db733ceeb6387a43a3b74a4339da47c116,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_2/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_2/GT_ODOM/data.csv,1356712,cf01d7f0469ad24c74a5dda2a644034b5a4b0d64300875cece680cd80af42638,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_2/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_2/TF/data.csv,820134,6abaac1ac2de778991e333754f93ba1681b882bcdc2187051b418c57e92730d0,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_2/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_2/TF_STATIC/data.csv,2074,f86bb5706f26b792d2c008545feb6ddedd45eded65680ed5460e0d61b705f91f,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_2/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_2/VELODYNE_CLOUD/data.csv,10659,ecc984efc34ef9258f9d849382099f3a6dfe3bd65cfc4a2d30b2559aa086de2b,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_2/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_2/remote_zip_inventory.json,3260,4d7ad5ebdc076b1ba1b916fbe27465e51dec57939f573eef86313686a2ceca39,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_2/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_2/rosbag_metadata.yaml,10098,9a521136b73a02e6cb1ec91db828e18446409b67deaf4e4aef7076bcded58bc0,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_3/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_3/GT_ODOM/data.csv,1880097,18df4709b1baae4aa58c9008516d1d0e2d62f01a0b7165ef66fd7a2fb93cb8d5,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_3/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_3/TF/data.csv,1135926,4360e75002f4af25bc8bc3254dfcbf3cbc72e770abb8cab6f1a65736de581e95,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_3/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_3/TF_STATIC/data.csv,2074,89cb493125825b2ab1246ff5a0fbaa4146b25393b48da38b590b32298594c1de,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_3/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_3/VELODYNE_CLOUD/data.csv,14959,9055980379941d88c2dfb9425f2e92c87c236aaa3d51af3022d94b8d8d7d2510,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_3/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_3/remote_zip_inventory.json,3271,b4e528a4143b7eab0e90f10163bb2580c0e863849ecf8cd16d30da0b6924e77e,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_3/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_3/rosbag_metadata.yaml,10104,75bee30bcdd95398e93dd1b9ac2b6cab7987e7adef6b894276bf51e698738524,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_4/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_4/GT_ODOM/data.csv,2426094,c56ae17634b7c9395275e4e028bb8034251a86bb1d0b23d1aec2d65d4529b2e3,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_4/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_4/TF/data.csv,1466971,dcdb9c47a546ba8afea1c267b2e0c5f4dc0c50dc4ea28070aaa101d3a03cf48a,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_4/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_4/TF_STATIC/data.csv,2074,3a3165ab4863ff1ded8a130aa893b4c1a409919382412322e4fb9bddc91cfbc3,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_4/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_4/VELODYNE_CLOUD/data.csv,19431,8d08e0a04ca370a22d65b7a020c5e73700c9603b7a699585e75eb39a3878cb15,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_4/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_4/remote_zip_inventory.json,3271,b1e43178d11c27931b50da9214cc861833eb4d8b46dbc31ed596ae84f7acabcf,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_4/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_4/rosbag_metadata.yaml,10106,b7ef87783a05aae0b6ce78052125ccfaca463897db05899771f36485839eaa62,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_5/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_5/GT_ODOM/data.csv,2023799,5885f7fe803a3caffd1f54259de8ce816952612a7fe70bf71b33b53d8fe00aab,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_5/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_5/TF/data.csv,1225134,32285d2372e6d7909b086d351e7f78b10458ecac0857776b98da736eec6dd8f3,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_5/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_5/TF_STATIC/data.csv,2074,5de115965d4b846edb792bfb204d3de962cbaeccec5fad713a2ea2c82199b278,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_5/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_5/VELODYNE_CLOUD/data.csv,15776,0892b4b0fa128947e9b7df2f812cbd3791f21d94e5c7322371a436b38892a2fc,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_5/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_5/remote_zip_inventory.json,3271,3d821538b5c7e69666a212f9eb4bfb71b61a4dac7dd06a4317acc4c0d5c17c74,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_5/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_5/rosbag_metadata.yaml,10104,36a77e96fcfb1f40118bd0762d48168000fc112c9761f871c19457d0631e5178,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_6/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_6/GT_ODOM/data.csv,1582330,7818b38b62003b4fa24ed9a39336d2cd0200a3437658cb019c000efd8408d744,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_6/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_6/TF/data.csv,957603,9e9694ac9ffd90d2c01b8e3594faa8bd1f7187facc61490944e7bdc11e315fb9,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_6/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_6/TF_STATIC/data.csv,2074,ba253acdb466939dbcbaf5929109066bf536394ef54523d539ea8065b01dda3f,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_6/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_6/VELODYNE_CLOUD/data.csv,12723,66900e75830f810fb8e512a2e44a1b8ccc259ebdc40b10f60668a7e5b2082a26,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_6/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_6/remote_zip_inventory.json,3263,cc4cb5a7d28d064a0689854c616f8838928252ca5a50f68992484b29cd57415f,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_6/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_6/rosbag_metadata.yaml,10098,1f046a16669d91c37f2c2d5110331589d2247c4adf3d67fd3c154c239dc6a22b,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_7/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_7/GT_ODOM/data.csv,1601285,a47f91fd1b50e60ae0d913c835fcaad3f54a4561b45dc9c0d61227da21d01765,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_7/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_7/TF/data.csv,968503,7aed4b8e17535f5bfd6a7741e15204f19340ac29158681aaebf88996d7aa758e,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_7/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_7/TF_STATIC/data.csv,2074,b50b5f21f0327edbcc8a6bdff1d0b4ccae902d56f00a1cdc72d7e3eb1f9e4841,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_7/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_7/VELODYNE_CLOUD/data.csv,12809,65d3e42704386b756e589b91cf60f9d7d146d5f3cfeeba1e0f9286cdeb755ed8,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_7/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_7/remote_zip_inventory.json,3260,0d475dbff66d03bc7983c4908f09e0de77de463d20f6472f439b638207723479,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_7/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_7/rosbag_metadata.yaml,10098,21fa8dc4787e41ff594562c174dfab845f3e2df574291fa91b52a9271de2abad,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_8/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_8/GT_ODOM/data.csv,2758155,80017f2cdba82195dc2287e5f46d273874ac835b93d4b31329af32c55b29429d,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_8/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_8/TF/data.csv,1669010,5aad276afb9bd2d935439083e84556e724d619fd61b6fe7ce45d1992c22a6a8f,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_8/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_8/TF_STATIC/data.csv,2074,ba253acdb466939dbcbaf5929109066bf536394ef54523d539ea8065b01dda3f,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_8/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_8/VELODYNE_CLOUD/data.csv,22527,326b88081da5e920d4865a9bd759547c1a26d6269ddc50ca7af47b48bce1f856,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_8/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_8/remote_zip_inventory.json,3271,50fbc5449f5a758d81cfbc9f799289f2933af118410eea33cd05d7ca76cc1698,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_diablo_8/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_diablo_8/rosbag_metadata.yaml,10108,f822aa1db7c42416b621096639892323f0dd5602257223e0c1b4ff7d50d11b50,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_1/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_1/GT_ODOM/data.csv,1840980,3115d6642f76a4e9ec24f22cebc7c0fe1add9a34031fb6b1a9074d1b459b223c,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_1/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_1/TF/data.csv,1117607,c26817dd491df7586bd8c926515b57a45a3e13b3357a0b525b0e7e4491e2c615,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_1/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_1/TF_STATIC/data.csv,1495,025612ba2b69b8fa87026755f2df13e610ffc5aec513c588ee21a6201452e0c2,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_1/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_1/VELODYNE_CLOUD/data.csv,14486,521555f6873dd9d45e90d28fff9df8660576c3a34839497003262addff183f62,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_1/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_1/remote_zip_inventory.json,3311,ff3d9ef67c9eed0e0c95f079c92e6ee0dd6e2a973de60fff24b8d496567d0383,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_1/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_1/rosbag_metadata.yaml,10108,df1ab6327ff382839cb015f6abba9509ad069fe9f87f3610d335f835a79f35d3,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_2/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_2/GT_ODOM/data.csv,1733205,fa9b4efc919ed21f4163128839c3ba00d0426c7ff4fdbfc5bef2e64db604adf5,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_2/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_2/TF/data.csv,1080032,2cbadbdde1bbc2b6d261a561d8de492e76c6c01aa7b4aa16697ddc66df7d2c1c,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_2/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_2/TF_STATIC/data.csv,2074,1ee4a1ed65601faf184f842e7a1237d30ceb081a0177a9f60a16fb3305a4686c,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_2/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_2/VELODYNE_CLOUD/data.csv,14099,435228f65146ce67713db7ee8aa99d8b79ee32164b281c6cb7e3adb17d73cf81,MATERIALIZED_SMALL_STAGE1_EVIDENCE
