scene_id,scene_type,snapshot_id,query_timestamp,open3d_source_sha256,pcl_source_sha256,open3d_target_sha256,pcl_target_sha256,open3d_source_array_sha256,pcl_source_array_sha256,open3d_target_array_sha256,pcl_target_array_sha256,source_npy_sha_identical,target_npy_sha_identical,source_array_sha_identical,target_array_sha_identical,input_identity_pass,MID360_TWO_SCENE_PILOT,INDEPENDENT_MAP_QUERY_ACQUISITION,INDEPENDENT_ACQUISITION,SAME_BAG_MAP_QUERY,FORMAL_MEASUREMENT_RESULT,PILOT_NONFORMAL_DO_NOT_CITE,PILOT_ONLY,FORMAL_REAL_DATA,MEASUREMENT_EVIDENCE
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q01,1787057454.3874817,65ebda34614b838d33dd81dc414777206d9f91cef865ef71c6579a880d65a3d5,65ebda34614b838d33dd81dc414777206d9f91cef865ef71c6579a880d65a3d5,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,2ea42e63a9fc6d6d1697c88d02e10e52e26765c2c311ab5381f42d381cfa8692,2ea42e63a9fc6d6d1697c88d02e10e52e26765c2c311ab5381f42d381cfa8692,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q02,1787057455.8877437,8b779def96121339250a907c5ae70965e42ad304c216febb720cb2db39ed6650,8b779def96121339250a907c5ae70965e42ad304c216febb720cb2db39ed6650,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,71c8caafe4cf606b9e0f00d3f17ffb68e76f03f4b262cafcc83daf83531778a8,71c8caafe4cf606b9e0f00d3f17ffb68e76f03f4b262cafcc83daf83531778a8,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q03,1787057457.2866461,ae96479c693492eb41170dba28a3b9e68bf113cdfee36225f5849e89074ebd6c,ae96479c693492eb41170dba28a3b9e68bf113cdfee36225f5849e89074ebd6c,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,3018641fd1cacd76226055574bf0190043dc9768765460fb371aa77e845693d6,3018641fd1cacd76226055574bf0190043dc9768765460fb371aa77e845693d6,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q04,1787057458.7866569,81916407344063730e82a4c18c4bd4ecb673e003f8965dd8f4fe4a96d7710b2f,81916407344063730e82a4c18c4bd4ecb673e003f8965dd8f4fe4a96d7710b2f,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,836bd7f8fd49bb2cb1ae98bf6bd99ccb467582c29e8525a0003151f593aa5baa,836bd7f8fd49bb2cb1ae98bf6bd99ccb467582c29e8525a0003151f593aa5baa,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q05,1787057460.2870233,6897f897ad61d49f34028f2b90e12a3b9df19524fedd1fc8de7e728bba7e1393,6897f897ad61d49f34028f2b90e12a3b9df19524fedd1fc8de7e728bba7e1393,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,741da51ff93d08482124548c1eac8fc6acc0144120244c8b3564d522c012cc9a,741da51ff93d08482124548c1eac8fc6acc0144120244c8b3564d522c012cc9a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q06,1787057461.6871781,34bd0bcc6413e190f860e363ca9cff4347da340df1b52f52805165380d34c714,34bd0bcc6413e190f860e363ca9cff4347da340df1b52f52805165380d34c714,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,da7b1d3f3090975b1c519b55ec6d35f6ca34840818f7930f202d29c2fa42b2e9,da7b1d3f3090975b1c519b55ec6d35f6ca34840818f7930f202d29c2fa42b2e9,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q07,1787057463.1866984,f61cad3e066c85f4b6a6cd90b468a016e0e47ed71899268024284e0a1b48b0b5,f61cad3e066c85f4b6a6cd90b468a016e0e47ed71899268024284e0a1b48b0b5,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,2c2b8ab5601d4c5c9e27ed45d140de7061c27ed6cd94cb0eaca6013ea1be6af5,2c2b8ab5601d4c5c9e27ed45d140de7061c27ed6cd94cb0eaca6013ea1be6af5,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q08,1787057464.5864189,54355f8a4d3d05807636f59079e3af93c526a2a21249eb41ca2da987f4ca5315,54355f8a4d3d05807636f59079e3af93c526a2a21249eb41ca2da987f4ca5315,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,2b30cb55df54fb970b748a0471087c717492d28cf17764d1341e8cfcbd736eab,2b30cb55df54fb970b748a0471087c717492d28cf17764d1341e8cfcbd736eab,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q09,1787057466.0921798,05a9437e87612119894dd2dda87ddbbd6c6248d7f033eb9d8e6ab474753af130,05a9437e87612119894dd2dda87ddbbd6c6248d7f033eb9d8e6ab474753af130,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,58d2bb868f08d171fda5e80e8a9c7c72a53f39e49df5198d22c8e51dc31b258b,58d2bb868f08d171fda5e80e8a9c7c72a53f39e49df5198d22c8e51dc31b258b,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
W_TEST_01,WEAK_CANDIDATE,W_TEST_01_Q10,1787057467.5870302,49a1f1af9dac4df0826858ec247f6abed6797f7c2f3558bef57248e39362dbae,49a1f1af9dac4df0826858ec247f6abed6797f7c2f3558bef57248e39362dbae,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,57cd4c0f6c2d631c28097d0e8f9a6fcab6ed2a833dc96c7d2e4d5de9b3099887,57cd4c0f6c2d631c28097d0e8f9a6fcab6ed2a833dc96c7d2e4d5de9b3099887,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,true,true,true,true,true,true,true,true,false,false,true,true,false,false
